"Date","Ozone","AQI","Temp"
2016-11-28,0.04,37,47.5
2016-11-29,0.04,37,51
2016-11-30,0.038,35,50.5
2016-12-01,0.045,42,49.5
2016-12-03,0.047,44,50.5
2016-12-04,0.047,44,56
2016-12-05,0.04,37,52.5
2016-12-06,0.04,37,52
2016-12-07,0.042,39,53.5
2016-12-08,0.047,44,53
2016-12-09,0.042,39,52
2016-12-10,0.039,36,52
2016-12-11,0.031,29,55.5
2016-12-12,0.038,35,56
2016-12-14,0.035,32,60
2016-12-15,0.029,27,60
2016-12-16,0.041,38,53
2016-12-17,0.044,41,43.5
2016-12-18,0.049,45,45
2016-12-19,0.049,45,54
2016-12-20,0.038,35,60
2016-12-21,0.031,29,63
2016-12-22,0.031,29,56
2016-12-23,0.043,40,54.5
2016-12-24,0.043,40,48
2016-12-25,0.041,38,44
2016-12-26,0.042,39,48
2016-12-27,0.039,36,51
2016-12-28,0.041,38,60
2016-12-29,0.041,38,63.5
2016-12-30,0.031,29,58.5
2017-01-01,0.041,38,46
2017-01-02,0.04,37,54
2017-01-03,0.035,32,52
2017-01-04,0.037,34,49.5
2017-01-05,0.036,33,50
2017-01-06,0.043,40,51
2017-01-07,0.038,35,56
2017-01-08,0.035,32,64
2017-01-09,0.031,29,54
2017-01-10,0.041,38,51
2017-01-11,0.037,34,51
2017-01-12,0.038,35,50
2017-01-13,0.036,33,51.5
2017-01-14,0.038,35,53.5
2017-01-15,0.039,36,55
2017-01-16,0.035,32,51
2017-01-17,0.044,41,51.5
2017-01-18,0.044,41,48.5
2017-01-19,0.044,41,51
2017-01-20,0.047,44,48
2017-01-21,0.043,40,48.5
2017-01-22,0.044,41,48.5
2017-01-23,0.046,43,46
2017-01-24,0.043,40,46
2017-01-25,0.044,41,43.5
2017-01-26,0.045,42,48
2017-01-27,0.047,44,47.5
2017-01-28,0.051,47,54.5
2017-01-29,0.049,45,57.5
2017-01-30,0.047,44,60
2017-01-31,0.052,48,59.5
2017-02-01,0.048,44,57.5
2017-02-02,0.048,44,54.5
2017-02-03,0.04,37,55
2017-02-04,0.043,40,56
2017-02-05,0.039,36,48
2017-02-06,0.034,31,50.5
2017-02-07,0.03,28,56
2017-02-08,0.027,25,59
2017-02-09,0.033,31,65
2017-02-10,0.03,28,60
2017-02-11,0.039,36,53
2017-02-12,0.039,36,57
2017-02-13,0.042,39,58.5
2017-02-14,0.041,38,61
2017-02-15,0.045,42,60.5
2017-02-16,0.048,44,62
2017-02-17,0.056,54,55.5
2017-02-18,0.051,47,53.5
2017-02-19,0.045,42,50
2017-02-20,0.04,37,57.5
2017-02-21,0.044,41,60
2017-02-22,0.045,42,50.5
2017-02-23,0.05,46,48.5
2017-02-24,0.052,48,47
2017-02-25,0.054,50,49
2017-02-26,0.045,42,48
2017-02-27,0.047,44,49
2017-02-28,0.05,46,50.5
2017-03-01,0.051,47,57.5
2017-03-02,0.052,48,59
2017-03-03,0.053,49,60
2017-03-04,0.054,50,57
2017-03-05,0.047,44,49.5
2017-03-06,0.048,44,49
2017-03-07,0.05,46,56.5
2017-03-08,0.05,46,64.5
2017-03-09,0.068,93,68
2017-03-10,0.058,61,68
2017-03-11,0.075,115,65.5
2017-03-12,0.061,71,69.5
2017-03-13,0.058,61,72
2017-03-14,0.056,54,72
2017-03-15,0.066,87,72
2017-03-16,0.058,61,67.5
2017-03-17,0.055,51,69
2017-03-18,0.056,54,66
2017-03-19,0.057,58,67.5
2017-03-20,0.041,38,59.5
2017-03-21,0.035,32,58
2017-03-22,0.042,39,58
2017-03-23,0.048,44,54
2017-03-24,0.055,51,56
2017-03-25,0.052,48,53
2017-03-26,0.049,45,57.5
2017-03-27,0.047,44,55.5
2017-03-28,0.058,61,57
2017-03-29,0.063,77,63.5
2017-03-30,0.061,71,61
2017-03-31,0.051,47,56.5
2017-04-01,0.059,64,57.5
2017-04-02,0.059,64,63
2017-04-03,0.05,46,56.5
2017-04-04,0.052,48,59.5
2017-04-05,0.069,97,68.5
2017-04-06,0.066,87,66.5
2017-04-07,0.07,100,59.5
2017-04-08,0.052,48,59
2017-04-09,0.058,61,58
2017-04-10,0.072,105,60.5
2017-04-11,0.071,101,61.5
2017-04-12,0.063,77,60
2017-04-13,0.046,43,59.5
2017-04-14,0.06,67,56.5
2017-04-15,0.071,101,61
2017-04-16,0.072,105,66
2017-04-17,0.056,54,62
2017-04-18,0.033,31,64
2017-04-19,0.049,45,65.5
2017-04-20,0.068,93,63
2017-04-21,0.083,143,71
2017-04-22,0.09,161,74
2017-04-23,0.06,67,65.5
2017-04-24,0.057,58,61
2017-04-25,0.055,51,60
2017-04-26,0.068,93,62
2017-04-27,0.053,49,61.5
2017-04-28,0.07,100,62.5
2017-04-29,0.069,97,67.5
2017-04-30,0.068,93,70.5
2017-05-01,0.075,115,68
2017-05-02,0.086,151,70
2017-05-03,0.081,136,71
2017-05-04,0.071,101,71
2017-05-05,0.046,43,63
2017-05-06,0.045,42,51.5
2017-05-07,0.043,40,46
2017-05-08,0.054,50,56
2017-05-09,0.041,38,57
2017-05-10,0.04,37,56
2017-05-11,0.054,50,64.5
2017-05-12,0.053,49,63
2017-05-13,0.059,64,61.5
2017-05-14,0.053,49,58
2017-05-16,0.048,44,53
2017-05-17,0.046,43,58
2017-05-18,0.056,54,61
2017-05-19,0.059,64,69.5
2017-05-20,0.066,87,74.5
2017-05-21,0.076,119,74
2017-05-22,0.071,101,74
2017-05-23,0.076,119,74
2017-05-24,0.064,80,69
2017-05-25,0.054,50,62
2017-05-26,0.051,47,62.5
2017-05-27,0.048,44,63.5
2017-05-28,0.053,49,64
2017-05-29,0.059,64,64.5
2017-05-30,0.058,61,64
2017-05-31,0.05,46,62.5
2017-06-01,0.05,46,64
2017-06-02,0.071,101,70.5
2017-06-03,0.083,143,67.5
2017-06-04,0.065,84,68
2017-06-05,0.055,51,66.5
2017-06-06,0.044,41,63.5
2017-06-07,0.049,45,66.5
2017-06-08,0.062,74,67.5
2017-06-09,0.051,47,65.5
2017-06-10,0.038,35,66
2017-06-11,0.041,38,61
2017-06-12,0.049,45,61
2017-06-13,0.062,74,65.5
2017-06-14,0.077,122,70.5
2017-06-15,0.084,147,73.5
2017-06-16,0.086,151,77.5
2017-06-17,0.08,133,76.5
2017-06-18,0.075,115,76
2017-06-19,0.076,119,78
2017-06-20,0.081,136,84.5
2017-06-21,0.079,129,83
2017-06-22,0.064,80,74.5
2017-06-23,0.06,67,71.5
2017-06-24,0.066,87,75.5
2017-06-25,0.082,140,83
2017-06-26,0.072,105,86
2017-06-27,0.056,54,82.5
2017-06-28,0.052,48,73
2017-06-29,0.06,67,67.5
2017-06-30,0.065,84,70
2017-07-01,0.066,87,68
2017-07-02,0.063,77,68
2017-07-03,0.072,105,73
2017-07-04,0.07,100,75.5
2017-07-05,0.074,112,77
2017-07-06,0.084,147,82
2017-07-07,0.095,174,84
2017-07-08,0.09,161,86.5
2017-07-09,0.067,90,80
2017-07-10,0.068,93,81.5
2017-07-11,0.056,54,78.5
2017-07-12,0.051,47,77.5
2017-07-13,0.05,46,77.5
2017-07-14,0.057,58,76.5
2017-07-15,0.071,101,80
2017-07-16,0.06,67,77
2017-07-17,0.057,58,76
2017-07-18,0.057,58,76
2017-07-19,0.06,67,78.5
2017-07-20,0.063,77,78
2017-07-21,0.068,93,74.5
2017-07-22,0.069,97,74.5
2017-07-23,0.064,80,78
2017-07-24,0.049,45,74
2017-07-25,0.051,47,73.5
2017-07-26,0.06,67,75.5
2017-07-27,0.066,87,76.5
2017-07-28,0.062,74,73
2017-07-29,0.057,58,75.5
2017-07-30,0.053,49,74.5
2017-07-31,0.068,93,77.5
2017-08-01,0.05,46,81
2017-08-02,0.053,49,79.5
2017-08-03,0.071,101,82
2017-08-04,0.058,61,80
2017-08-05,0.053,49,76.5
2017-08-06,0.056,54,73.5
2017-08-07,0.059,64,76
2017-08-08,0.058,61,77.5
2017-08-09,0.061,71,77
2017-08-10,0.068,93,76.5
2017-08-11,0.07,100,78
2017-08-12,0.071,101,77
2017-08-13,0.069,97,73.5
2017-08-14,0.06,67,70.5
2017-08-15,0.032,30,67.5
2017-08-16,0.054,50,69.5
2017-08-17,0.059,64,70
2017-08-18,0.055,51,71
2017-08-19,0.06,67,71
2017-08-20,0.051,47,70.5
2017-08-21,0.053,49,71.5
2017-08-22,0.065,84,74.5
2017-08-23,0.056,54,70.5
2017-08-24,0.056,54,69
2017-08-25,0.074,112,72
2017-08-26,0.074,112,79
2017-08-27,0.069,97,82
2017-08-28,0.076,119,84
2017-08-29,0.072,105,91
2017-08-30,0.093,169,88
2017-08-31,0.085,150,90.5
2017-09-01,0.06,67,88.5
2017-09-02,0.047,44,90
2017-09-03,0.034,31,77
2017-09-04,0.045,42,71.5
2017-09-05,0.057,58,76
2017-09-06,0.057,58,78
2017-09-07,0.063,77,77.5
2017-09-08,0.054,50,73
2017-09-09,0.052,48,74.5
2017-09-10,0.061,71,78.5
2017-09-11,0.071,101,79.5
2017-09-12,0.066,87,77.5
2017-09-13,0.049,45,72.5
2017-09-14,0.042,39,66
2017-09-15,0.044,41,67.5
2017-09-16,0.049,45,66.5
2017-09-17,0.05,46,69.5
2017-09-18,0.06,67,70
2017-09-19,0.06,67,68
2017-09-20,0.054,50,66
2017-09-21,0.039,36,63.5
2017-09-22,0.046,43,62.5
2017-09-23,0.045,42,59
2017-09-24,0.053,49,65.5
2017-09-25,0.061,71,70
2017-09-26,0.069,97,70
2017-09-27,0.069,97,70.5
2017-09-28,0.068,93,74
2017-09-29,0.08,133,76.5
2017-09-30,0.07,100,72
2017-10-01,0.051,47,64.5
2017-10-02,0.055,51,65
2017-10-03,0.056,54,64
2017-10-04,0.062,74,64.5
2017-10-05,0.077,122,70.5
2017-10-06,0.076,119,76
2017-10-07,0.084,147,77
2017-10-08,0.066,87,68
2017-10-09,0.05,46,68
2017-10-10,0.056,54,70
2017-10-11,0.061,71,66
2017-10-12,0.059,64,63.5
2017-10-13,0.065,84,63.5
2017-10-14,0.07,100,69.5
2017-10-15,0.054,50,76.5
2017-10-16,0.059,64,79.5
2017-10-17,0.074,112,79.5
2017-10-18,0.059,64,75.5
2017-10-19,0.059,64,63.5
2017-10-20,0.036,33,60.5
2017-10-21,0.051,47,62.5
2017-10-22,0.057,58,71.5
2017-10-23,0.048,44,79.5
2017-10-24,0.044,41,83
2017-10-26,0.066,87,76.5
2017-10-27,0.074,112,73
2017-10-28,0.076,119,72
2017-10-29,0.061,71,63
2017-10-30,0.039,36,60
2017-10-31,0.036,33,58.5
2017-11-01,0.041,38,60.5
2017-11-02,0.045,42,61
2017-11-03,0.046,43,58
2017-11-04,0.047,44,57
2017-11-05,0.033,31,57.5
2017-11-06,0.034,31,59.5
2017-11-07,0.026,24,63
2017-11-08,0.031,29,62.5
2017-11-10,0.042,39,57
2017-11-11,0.049,45,56.5
2017-11-12,0.045,42,59.5
2017-11-13,0.046,43,63
2017-11-15,0.047,44,67.5
2017-11-16,0.038,35,68.5
2017-11-17,0.033,31,63
2017-11-18,0.045,42,61.5
2017-11-19,0.051,47,62
2017-11-20,0.056,54,61
2017-11-21,0.052,48,69
2017-11-22,0.035,32,73.5
2017-11-23,0.045,42,76.5
2017-11-24,0.055,51,71.5
2017-11-25,0.052,48,72.5
2017-11-26,0.043,40,67.5
2017-11-27,0.042,39,54
2017-11-28,0.044,41,56
2017-11-29,0.038,35,61
2017-11-30,0.037,34,59.5
2017-12-01,0.044,41,63.5
2017-12-02,0.057,58,63.5
2017-12-03,0.05,46,56.5
2017-12-04,0.046,43,53.5
2017-12-05,0.046,43,53.5
2017-12-06,0.046,43,56
2017-12-08,0.044,41,60
2017-12-09,0.046,43,62
2017-12-10,0.045,42,71
2017-12-11,0.045,42,66
2017-12-12,0.044,41,61
2017-12-13,0.045,42,62
2017-12-14,0.049,45,59.5
2017-12-15,0.05,46,64.5
2017-12-16,0.049,45,55
2017-12-17,0.045,42,56
2017-12-18,0.048,44,56
2017-12-19,0.048,44,54.5
2017-12-20,0.048,44,51.5
2017-12-22,0.045,42,48.5
2017-12-23,0.046,43,53.5
2017-12-24,0.047,44,58.5
2017-12-25,0.053,49,57.5
2017-12-26,0.047,44,56
2017-12-27,0.048,44,61.5
2017-12-28,0.047,44,65.5
2017-12-29,0.045,42,67.5
2017-12-30,0.059,64,63.5
2018-01-01,0.049,45,58.5
2018-01-02,0.048,44,64
2018-01-03,0.037,34,62.5
2018-01-04,0.048,44,61.5
2018-01-05,0.038,35,61.5
2018-01-06,0.036,33,64.5
2018-01-07,0.037,34,61.5
2018-01-08,0.029,27,65.5
2018-01-09,0.044,41,54
2018-01-10,0.038,35,52.5
2018-01-11,0.038,35,56
2018-01-12,0.046,43,60
2018-01-13,0.048,44,68
2018-01-14,0.049,45,66
2018-01-15,0.047,44,60.5
2018-01-16,0.046,43,60.5
2018-01-17,0.05,46,63.5
2018-01-18,0.048,44,63
2018-01-19,0.045,42,52.5
2018-01-20,0.043,40,49
2018-01-21,0.043,40,46.5
2018-01-22,0.042,39,50.5
2018-01-23,0.045,42,54.5
2018-01-24,0.044,41,56.5
2018-01-26,0.046,43,50.5
2018-01-27,0.048,44,54.5
2018-01-29,0.043,40,68
2018-01-30,0.042,39,67.5
2018-01-31,0.051,47,64
2018-02-01,0.059,64,64.5
2018-02-02,0.054,50,67
2018-02-03,0.062,74,64.5
2018-02-04,0.062,74,65.5
2018-02-05,0.065,84,62.5
2018-02-06,0.053,49,60
2018-02-07,0.051,47,66
2018-02-08,0.055,51,63
2018-02-09,0.059,64,64
2018-02-10,0.051,47,52
2018-02-11,0.047,44,56
2018-02-12,0.043,40,51
2018-02-13,0.046,43,51
2018-02-14,0.044,41,55.5
2018-02-15,0.049,45,57
2018-02-16,0.052,48,59
2018-02-17,0.057,58,60
2018-02-18,0.048,44,59
2018-02-19,0.046,43,48.5
2018-02-20,0.047,44,42.5
2018-02-21,0.045,42,40
2018-02-22,0.045,42,42.5
2018-02-23,0.049,45,43.5
2018-02-24,0.052,48,44.5
2018-02-25,0.05,46,47.5
2018-02-26,0.058,61,51
2018-02-27,0.045,42,47
2018-02-28,0.048,44,43.5
2018-03-01,0.051,47,53
2018-03-02,0.041,38,48.5
2018-03-03,0.043,40,52
2018-03-04,0.048,44,48
2018-03-05,0.055,51,58
2018-03-06,0.053,49,56.5
2018-03-07,0.052,48,60
2018-03-08,0.061,71,59
2018-03-09,0.049,45,58.5
2018-03-10,0.029,27,52
2018-03-11,0.037,34,61
2018-03-12,0.04,37,61
2018-03-13,0.039,36,60
2018-03-14,0.042,39,58
2018-03-15,0.048,44,53.5
2018-03-16,0.046,43,49
2018-03-17,0.044,41,48.5
2018-03-18,0.048,44,48
2018-03-19,0.051,47,56
2018-03-20,0.056,54,56
2018-03-21,0.05,46,61
2018-03-22,0.035,32,65
2018-03-23,0.049,45,59.5
2018-03-24,0.051,47,55.5
2018-03-25,0.053,49,51.5
2018-03-26,0.053,49,50.5
2018-03-27,0.056,54,52.5
2018-03-28,0.056,54,59
2018-03-29,0.062,74,64
2018-03-30,0.06,67,67.5
2018-03-31,0.056,54,65
2018-04-01,0.055,51,60.5
2018-04-02,0.048,44,57.5
2018-04-03,0.054,50,62.5
2018-04-04,0.056,54,60.5
2018-04-05,0.057,58,60
2018-04-06,0.054,50,60
2018-04-07,0.029,27,63
2018-04-08,0.048,44,65.5
2018-04-09,0.059,64,71
2018-04-10,0.067,90,76
2018-04-11,0.058,61,68
2018-04-12,0.06,67,57.5
2018-04-13,0.06,67,59
2018-04-14,0.063,77,66
2018-04-15,0.07,100,65
2018-04-16,0.053,49,56.5
2018-04-17,0.059,64,55.5
2018-04-18,0.061,71,57
2018-04-19,0.052,48,52
2018-04-20,0.058,61,56.5
2018-04-21,0.063,77,65.5
2018-04-22,0.067,90,69
2018-04-23,0.063,77,67.5
2018-04-24,0.059,64,65
2018-04-25,0.061,71,63.5
2018-04-26,0.06,67,61.5
2018-04-27,0.058,61,62
2018-04-28,0.06,67,57.5
2018-04-29,0.054,50,57.5
2018-04-30,0.047,44,57
2018-05-01,0.057,58,51
2018-05-02,0.046,43,49.5
2018-05-03,0.057,58,60
2018-05-04,0.065,84,72
2018-05-05,0.076,119,75
2018-05-06,0.07,100,72
2018-05-07,0.064,80,68.5
2018-05-08,0.067,90,68
2018-05-09,0.069,97,68
2018-05-10,0.057,58,70
2018-05-11,0.046,43,58.5
2018-05-12,0.052,48,55
2018-05-13,0.053,49,61
2018-05-14,0.054,50,58.5
2018-05-15,0.053,49,64
2018-05-16,0.053,49,63.5
2018-05-17,0.046,43,61
2018-05-18,0.049,45,60
2018-05-19,0.051,47,62.5
2018-05-20,0.05,46,64
2018-05-21,0.043,40,59.5
2018-05-22,0.05,46,60.5
2018-05-23,0.054,50,62.5
2018-05-24,0.041,38,59
2018-05-25,0.047,44,61
2018-05-26,0.04,37,58.5
2018-05-27,0.05,46,64
2018-05-28,0.049,45,65
2018-05-29,0.056,54,66.5
2018-05-30,0.05,46,65
2018-05-31,0.049,45,63.5
2018-06-01,0.065,84,66
2018-06-02,0.069,97,68.5
2018-06-03,0.063,77,71.5
2018-06-04,0.064,80,69.5
2018-06-05,0.055,51,67.5
2018-06-06,0.061,71,66.5
2018-06-07,0.063,77,67
2018-06-08,0.073,108,71
2018-06-09,0.074,112,72.5
2018-06-10,0.052,48,70
2018-06-11,0.071,101,71
2018-06-12,0.072,105,73.5
2018-06-13,0.062,74,73
2018-06-14,0.063,77,77.5
2018-06-15,0.06,67,73.5
2018-06-16,0.039,36,61.5
2018-06-17,0.044,41,62.5
2018-06-18,0.048,44,64.5
2018-06-19,0.06,67,66.5
2018-06-20,0.068,93,70
2018-06-21,0.08,133,72
2018-06-22,0.08,133,73.5
2018-06-23,0.056,54,68
2018-06-24,0.055,51,70
2018-06-25,0.062,74,69
2018-06-26,0.067,90,72.5
2018-06-27,0.069,97,71.5
2018-06-28,0.059,64,69
2018-06-29,0.049,45,67
2018-06-30,0.052,48,68
2018-07-01,0.053,49,68.5
2018-07-02,0.062,74,69
2018-07-03,0.063,77,71.5
2018-07-04,0.062,74,73.5
2018-07-05,0.071,101,77.5
2018-07-06,0.072,105,89
2018-07-07,0.073,108,92.5
2018-07-08,0.066,87,85
2018-07-09,0.061,71,82.5
2018-07-10,0.038,35,77
2018-07-11,0.06,67,77.5
2018-07-12,0.057,58,78
2018-07-13,0.052,48,78.5
2018-07-14,0.053,49,78.5
2018-07-15,0.052,48,78.5
2018-07-16,0.056,54,77.5
2018-07-17,0.057,58,77
2018-07-18,0.06,67,76.5
2018-07-19,0.054,50,76.5
2018-07-20,0.049,45,74
2018-07-21,0.05,46,77
2018-07-22,0.051,47,78.5
2018-07-23,0.065,84,84.5
2018-07-24,0.082,140,86
2018-07-25,0.082,140,85
2018-07-26,0.076,119,82.5
2018-07-27,0.073,108,84.5
2018-07-28,0.066,87,77.5
2018-07-29,0.048,44,81.5
2018-07-30,0.054,50,83
2018-07-31,0.062,74,83
2018-08-01,0.056,54,83.5
2018-08-02,0.053,49,81.5
2018-08-03,0.059,64,82
2018-08-04,0.063,77,82
2018-08-05,0.064,80,81
2018-08-06,0.077,122,81.5
2018-08-07,0.075,115,86
2018-08-08,0.051,47,83
2018-08-09,0.066,87,84
2018-08-10,0.044,41,82
2018-08-11,0.043,40,80
2018-08-12,0.034,31,78
2018-08-13,0.049,45,76.5
2018-08-14,0.046,43,76
2018-08-15,0.05,46,74.5
2018-08-16,0.056,54,75.5
2018-08-17,0.062,74,77.5
2018-08-18,0.055,51,78
2018-08-19,0.061,71,77
2018-08-20,0.065,84,76.5
2018-08-21,0.066,87,76
2018-08-22,0.062,74,75
2018-08-23,0.062,74,75.5
2018-08-24,0.067,90,74
2018-08-25,0.065,84,73.5
2018-08-26,0.058,61,74
2018-08-27,0.068,93,73.5
2018-08-28,0.059,64,72
2018-08-29,0.043,40,75.5
2018-08-30,0.059,64,77
2018-08-31,0.07,100,72.5
2018-09-01,0.062,74,67.5
2018-09-02,0.052,48,70
2018-09-03,0.051,47,72.5
2018-09-04,0.05,46,68
2018-09-05,0.057,58,73
2018-09-06,0.063,77,71.5
2018-09-07,0.072,105,75
2018-09-08,0.068,93,84.5
2018-09-09,0.064,80,83
2018-09-10,0.064,80,76
2018-09-11,0.066,87,70.5
2018-09-12,0.068,93,72.5
2018-09-13,0.064,80,74.5
2018-09-14,0.06,67,78
2018-09-15,0.059,64,76
2018-09-16,0.055,51,76.5
2018-09-17,0.053,49,76
2018-09-18,0.063,77,73.5
2018-09-20,0.065,84,71
2018-09-21,0.069,97,73
2018-09-22,0.073,108,77
2018-09-23,0.059,64,73
2018-09-24,0.05,46,67.5
2018-09-25,0.056,54,69
2018-09-27,0.067,90,78
2018-09-28,0.07,100,73.5
2018-09-29,0.042,39,72.5
2018-09-30,0.039,36,76
2018-10-01,0.034,31,76.5
2018-10-02,0.035,32,73.5
2018-10-03,0.034,31,69
2018-10-04,0.033,31,67.5
2018-10-05,0.041,38,67
2018-10-06,0.042,39,62
2018-10-07,0.046,43,65
2018-10-08,0.052,48,63
2018-10-09,0.048,44,64
2018-10-10,0.047,44,59.5
2018-10-12,0.045,42,66
2018-10-13,0.033,31,58.5
2018-10-14,0.043,40,61.5
2018-10-15,0.049,45,63.5
2018-10-16,0.05,46,61
2018-10-17,0.045,42,62
2018-10-18,0.048,44,67
2018-10-19,0.051,47,70.5
2018-10-20,0.055,51,69
2018-10-21,0.066,87,67.5
2018-10-22,0.051,47,62.5
2018-10-23,0.058,61,63.5
2018-10-24,0.064,80,66.5
2018-10-25,0.065,84,67.5
2018-10-26,0.065,84,74
2018-10-27,0.071,101,74.5
2018-10-28,0.072,105,72
2018-10-29,0.062,74,70
2018-10-30,0.049,45,63
2018-10-31,0.053,49,64
2018-11-01,0.055,51,65.5
2018-11-02,0.048,44,71.5
2018-11-03,0.063,77,70.5
2018-11-04,0.06,67,69.5
2018-11-05,0.057,58,64.5
2018-11-06,0.047,44,62
2018-11-07,0.055,51,62.5
2018-11-08,0.058,61,64
2018-11-09,0.052,48,65.5
2018-11-10,0.056,54,63.5
2018-11-11,0.06,67,59.5
2018-11-12,0.044,41,57.5
2018-11-13,0.047,44,58.5
2018-11-14,0.043,40,66
2018-11-15,0.042,39,59
2018-11-16,0.05,46,58.5
2018-11-17,0.055,51,57.5
2018-11-18,0.053,49,59.5
2018-11-19,0.048,44,59.5
2018-11-20,0.052,48,57
2018-11-21,0.046,43,56.5
2018-11-22,0.039,36,58.5
2018-11-23,0.042,39,54
2018-11-24,0.039,36,58
2018-11-25,0.042,39,58.5
2018-11-26,0.045,42,60.5
2018-11-27,0.046,43,59.5
2018-11-28,0.041,38,54.5
2018-11-29,0.038,35,53.5
2018-12-01,0.039,36,51.5
2018-12-02,0.044,41,49.5
2018-12-03,0.044,41,50
2018-12-04,0.04,37,56
2018-12-05,0.041,38,49.5
2018-12-06,0.039,36,56
2018-12-07,0.039,36,55
2018-12-08,0.04,37,55
2018-12-09,0.04,37,58
2018-12-10,0.031,29,56.5
2018-12-11,0.038,35,54.5
2018-12-12,0.044,41,51
2018-12-13,0.044,41,58.5
2018-12-14,0.039,36,58
2018-12-15,0.041,38,59.5
2018-12-16,0.043,40,58.5
2018-12-17,0.041,38,51
2018-12-18,0.042,39,53
2018-12-19,0.046,43,59
2018-12-20,0.041,38,62
2018-12-21,0.044,41,57.5
2018-12-22,0.042,39,57.5
2018-12-23,0.043,40,55
2018-12-24,0.048,44,57
2018-12-25,0.04,37,49.5
2018-12-26,0.039,36,49
2018-12-27,0.037,34,47.5
2018-12-28,0.041,38,43
2018-12-29,0.041,38,44.5
2018-12-30,0.042,39,47.5
2019-01-01,0.038,35,45
2019-01-02,0.042,39,42
2019-01-03,0.043,40,45
2019-01-04,0.038,35,51.5
2019-01-05,0.037,34,48
2019-01-06,0.043,40,50
2019-01-07,0.04,37,49
2019-01-08,0.041,38,56.5
2019-01-09,0.039,36,56.5
2019-01-10,0.039,36,51
2019-01-11,0.037,34,51
2019-01-12,0.041,38,51
2019-01-13,0.041,38,47.5
2019-01-14,0.04,37,51
2019-01-15,0.041,38,51.5
2019-01-16,0.039,36,57.5
2019-01-17,0.035,32,53.5
2019-01-18,0.037,34,55
2019-01-19,0.041,38,58
2019-01-20,0.034,31,59
2019-01-21,0.044,41,50.5
2019-01-22,0.043,40,49.5
2019-01-23,0.041,38,51
2019-01-24,0.045,42,58
2019-01-25,0.048,44,57.5
2019-01-26,0.048,44,61.5
2019-01-27,0.05,46,59
2019-01-28,0.048,44,61
2019-01-29,0.044,41,60
2019-01-30,0.043,40,56
2019-01-31,0.035,32,54
2019-02-01,0.036,33,51
2019-02-02,0.043,40,55.5
2019-02-03,0.044,41,51
2019-02-04,0.042,39,49.5
2019-02-05,0.045,42,46
2019-02-06,0.042,39,42
2019-02-07,0.046,43,45
2019-02-08,0.047,44,47
2019-02-09,0.044,41,46.5
2019-02-10,0.045,42,45
2019-02-11,0.05,46,45.5
2019-02-12,0.043,40,52.5
2019-02-13,0.043,40,56
2019-02-14,0.044,41,56
2019-02-15,0.046,43,51
2019-02-16,0.046,43,47.5
2019-02-17,0.046,43,47.5
2019-02-18,0.045,42,43
2019-02-19,0.044,41,42
2019-02-22,0.044,41,49
2019-02-23,0.051,47,51.5
2019-02-24,0.054,50,52
2019-02-25,0.061,71,52.5
2019-03-02,0.036,33,48.5
2019-03-03,0.04,37,54
2019-03-05,0.043,40,55.5
2019-03-06,0.041,38,59
2019-03-07,0.043,40,55
2019-03-08,0.048,44,49
2019-03-09,0.044,41,45.5
2019-03-10,0.046,43,46.5
2019-03-11,0.036,33,46.5
2019-03-12,0.049,45,52
2019-03-13,0.052,48,52.5
2019-03-14,0.052,48,54
2019-03-15,0.051,47,56
2019-03-16,0.054,50,59
2019-03-17,0.062,74,63
2019-03-18,0.061,71,62
2019-03-19,0.057,58,59
2019-03-20,0.046,43,54
2019-03-21,0.049,45,51.5
2019-03-22,0.052,48,51
2019-03-23,0.051,47,53.5
2019-03-24,0.046,43,56
2019-03-25,0.059,64,58
2019-03-26,0.06,67,58
2019-03-27,0.055,51,56.5
2019-03-28,0.047,44,56.5
2019-03-29,0.054,50,54.5
2019-03-30,0.063,77,60.5
2019-03-31,0.066,87,67
2019-04-01,0.064,80,69
2019-04-02,0.058,61,58.5
2019-04-03,0.041,38,57.5
2019-04-04,0.042,39,56
2019-04-05,0.036,33,53.5
2019-04-06,0.043,40,59.5
2019-04-07,0.054,50,63.5
2019-04-08,0.068,93,72
2019-04-09,0.044,41,63.5
2019-04-10,0.059,64,57
2019-04-11,0.059,64,57.5
2019-04-12,0.057,58,57.5
2019-04-13,0.063,77,61.5
2019-04-14,0.065,84,63
2019-04-15,0.059,64,59.5
2019-04-16,0.049,45,54
2019-04-17,0.052,48,62.5
2019-04-18,0.065,84,67
2019-04-19,0.066,87,68.5
2019-04-20,0.054,50,60
2019-04-21,0.055,51,59
2019-04-22,0.061,71,60
2019-04-24,0.071,101,68.5
2019-04-26,0.053,49,64
2019-04-27,0.051,47,64
2019-04-28,0.048,44,63.5
2019-04-29,0.039,36,55.5
2019-04-30,0.038,35,54
2019-05-02,0.059,64,59
2019-05-03,0.066,87,61
2019-05-04,0.066,87,61.5
2019-05-05,0.058,61,58.5
2019-05-06,0.038,35,57.5
2019-05-07,0.038,35,54.5
2019-05-08,0.038,35,55
2019-05-09,0.036,33,55.5
2019-05-10,0.032,30,55.5
2019-05-11,0.037,34,61
2019-05-12,0.053,49,64
2019-05-13,0.052,48,65
2019-05-14,0.06,67,66.5
2019-05-15,0.053,49,61
2019-05-16,0.048,44,56
2019-05-17,0.05,46,57
2019-05-18,0.058,61,57.5
2019-05-19,0.046,43,59
