"Date","Ozone","AQI","Temp","NO2","PM2.5","CO"
2019-05-31,0.053,49,65.5,6,9.1,0.5
2019-06-01,0.05,46,63.5,4,7.7,0.5
2019-06-02,0.05,46,60.5,3,4.7,0.4
2019-06-03,0.049,45,64,4,5.8,0.4
2019-06-04,0.053,49,67.5,8,5.7,0.5
2019-06-05,0.069,97,69.5,9,8.8,0.5
2019-06-06,0.057,58,67,8,8.6,0.5
2019-06-07,0.053,49,67,6,6.9,0.5
2019-06-08,0.059,64,68,9,7.2,0.5
2019-06-09,0.056,54,74.5,8,8.3,0.5
2019-06-10,0.065,84,82,13,7.3,0.6
2019-06-11,0.074,112,83.5,14,8.8,0.7
2019-06-12,0.071,101,77,12,11.3,0.5
2019-06-13,0.059,64,69.5,9,9.6,0.4
2019-06-14,0.054,50,66,5,7,0.4
2019-06-15,0.05,46,68,5,8.3,0.4
2019-06-16,0.05,46,67,4,7,0.4
2019-06-17,0.036,33,65,6,3.1,0.4
2019-06-18,0.05,46,66.5,7,7.4,0.5
2019-06-19,0.058,61,67.5,14,7.5,0.5
2019-06-20,0.046,43,66.5,5,3.6,0.5
2019-06-21,0.038,35,65,4,4.7,0.4
2019-06-22,0.042,39,65.5,5,2.5,0.4
2019-06-23,0.048,44,68.5,5,5.8,0.5
2019-06-24,0.058,61,66,5,7,0.5
2019-06-25,0.054,50,67.5,6,8.1,0.5
2019-06-26,0.058,61,67,7,6.5,0.4
2019-06-27,0.063,77,66.5,7,5.8,0.4
2019-06-28,0.07,100,65.5,10,8.3,0.5
2019-06-29,0.058,61,71.5,8,9.7,0.6
2019-06-30,0.061,71,77.5,4,4.9,0.5
2019-07-01,0.065,84,75,9,6.3,0.5
2019-07-02,0.06,67,71.5,12,12,0.4
2019-07-03,0.052,48,67,13,11.3,0.4
2019-07-04,0.056,54,68.5,7,9.8,0.4
2019-07-05,0.06,67,66.5,10,11.3,0.5
2019-07-06,0.066,87,68.5,9,11.5,0.5
2019-07-07,0.05,46,69.5,3,10,0.4
2019-07-08,0.053,49,68,8,9,0.4
2019-07-09,0.059,64,70,8,7.7,0.4
2019-07-10,0.06,67,68,11,9.3,0.5
2019-07-11,0.065,84,74.5,9,10.4,0.5
2019-07-12,0.072,105,77.5,12,10.7,0.5
2019-07-13,0.076,119,79,14,13.4,0.5
2019-07-14,0.065,84,77.5,10,12.8,0.5
2019-07-15,0.079,129,80.5,7,7.3,0.6
2019-07-16,0.055,51,80,16,7.2,0.6
2019-07-17,0.053,49,72,14,9.4,0.4
2019-07-18,0.055,51,71.5,13,9.2,0.4
2019-07-19,0.049,45,70.5,11,5.3,0.4
2019-07-20,0.053,49,67.5,9,6,0.5
2019-07-21,0.049,45,74.5,7,6.6,0.5
2019-07-22,0.061,71,76,13,8.4,0.5
2019-07-23,0.07,100,83.5,7,9,0.6
2019-07-24,0.072,105,83,11,8.4,0.6
2019-07-25,0.063,77,84,13,9.2,0.6
2019-07-26,0.065,84,82,8,15.5,0.6
2019-07-27,0.072,105,81,9,11.3,0.6
2019-07-28,0.065,84,79.5,13,11.8,0.5
2019-07-29,0.071,101,79,14,12,0.5
2019-07-30,0.068,93,73.5,19,11.5,0.5
2019-07-31,0.068,93,74,13,11.6,0.5
2019-08-01,0.066,87,76.5,13,11.3,0.5
2019-08-02,0.074,112,79,14,7.9,0.6
2019-08-03,0.067,90,79,12,6.8,0.6
2019-08-04,0.068,93,80,7,6,0.6
2019-08-05,0.066,87,80,16,6.2,0.5
2019-08-06,0.069,97,79,13,8.8,0.5
2019-08-07,0.065,84,76.5,15,9.3,0.5
2019-08-08,0.062,74,74,10,8.3,0.5
2019-08-09,0.063,77,75.5,9,6.4,0.6
2019-08-10,0.055,51,72,8,8.2,0.5
2019-08-11,0.048,44,69,8,5.4,0.5
2019-08-12,0.06,67,70,12,7.3,0.4
2019-08-13,0.075,115,76.5,10,9.4,0.5
2019-08-14,0.068,93,82.5,12,5.8,0.7
2019-08-15,0.071,101,80.5,10,4.7,0.6
2019-08-16,0.068,93,75.5,14,7,0.5
2019-08-17,0.061,71,71,12,9,0.5
2019-08-18,0.051,47,71.5,7,5.9,0.5
2019-08-19,0.055,51,72.5,12,5,0.5
2019-08-20,0.062,74,76,10,4.4,0.5
2019-08-21,0.073,108,78.5,11,9.1,0.6
2019-08-22,0.067,90,75,15,10.5,0.5
2019-08-23,0.068,93,69.5,17,8.8,0.5
2019-08-24,0.058,61,76,9,6.9,0.7
2019-08-25,0.054,50,80,8,5.7,0.6
2019-08-26,0.06,67,79.5,14,5.1,0.6
2019-08-27,0.064,80,79,14,8.7,0.5
2019-08-28,0.06,67,74.5,15,9.8,0.6
2019-08-29,0.061,71,78.5,11,9.5,0.6
2019-08-30,0.065,84,79.5,14,9.7,0.6
2019-08-31,0.056,54,80.5,10,10,0.6
2019-09-01,0.064,80,80,8,9.1,0.6
2019-09-02,0.049,45,81,6,8.9,0.6
2019-09-03,0.051,47,82.5,8,7.5,0.5
2019-09-04,0.0585,67,78,7,9.25,0.5
2019-09-05,0.06225,77,75.75,6.5,10.125,0.5
2019-09-06,0.064125,82,74.625,6.25,10.5625,0.5
2019-09-07,0.0650625,84.5,74.0625,6.125,10.78125,0.5
2019-09-08,0.06553125,85.75,73.78125,6.0625,10.890625,0.5
2019-09-09,0.065765625,86.375,73.640625,6.03125,10.9453125,0.5
2019-09-10,0.0658828125,86.6875,73.5703125,6.015625,10.97265625,0.5
2019-09-11,0.06594140625,86.84375,73.53515625,6.0078125,10.986328125,0.5
2019-09-12,0.066,87,73.5,6,11,0.5
2019-09-13,0.065,84,80.5,9,5.6,0.7
2019-09-14,0.084,147,80.5,6,5.8,0.9
2019-09-15,0.064,80,82,6,11.9,0.8
2019-09-16,0.052,48,76,11,5,0.6
2019-09-17,0.054,51,71.75,10,6.85,0.55
2019-09-18,0.056,54,67.5,9,8.7,0.5
2019-09-19,0.047,44,64.5,5,4.2,0.4
2019-09-20,0.059,64,64.5,9,5.2,0.5
2019-09-21,0.063,77,70,8,8.8,0.6
2019-09-22,0.057,58,76.5,4,3.6,0.6
2019-09-23,0.053,49,71,7,7.3,0.5
2019-09-24,0.059,64,73,6,9.8,0.6
2019-09-25,0.058,61,73,9,7,0.5
2019-09-26,0.028,26,65,6,4.8,0.5
2019-09-27,0.035,32,64.5,6,5.9,0.5
2019-09-28,0.032,30,62.5,3,1.4,0.5
2019-09-29,0.043,40,60.5,5,6,0.4
2019-09-30,0.047,43.5,59.75,5.5,5.7,0.45
2019-10-01,0.051,47,59,6,5.4,0.5
2019-10-02,0.0595,70,62,7,6.95,0.55
2019-10-03,0.068,93,65,8,8.5,0.6
2019-10-04,0.064,80,63.5,8,4.2,0.8
2019-10-05,0.076,119,68,9,5,0.8
2019-10-06,0.065,84,74,7,15.2,0.7
2019-10-07,0.07,100,76.5,8,5.3,0.8
2019-10-08,0.065,84,70.5,10,23,0.8
2019-10-09,0.051,47,66,13,10.2,0.6
2019-10-10,0.056,54,65,10,18.5,0.6
2019-10-11,0.052,48,71,11,15.5,0.6
2019-10-12,0.059,64,67,8,9.5,0.9
2019-10-13,0.056,54,62,8,7.3,0.7
2019-10-14,0.053,49,61.5,9,8.2,0.5
2019-10-15,0.055,51,66.5,9,11.2,0.8
2019-10-16,0.058,61,75,10,5.6,1
2019-10-17,0.057,58,66,13,7,0.7
2019-10-18,0.054,50,63,7,11.5,0.6
2019-10-19,0.063,77,65,10,7.5,0.6
2019-10-20,0.066,87,65,6,4.6,0.8
2019-10-21,0.054,50,72,8,4.7,1
2019-10-22,0.063,77,72,7,1.1,0.7
2019-10-23,0.072,105,75.5,14,3.2,0.9
2019-10-24,0.05,46,76,2,6.1,0.9
2019-10-25,0.057,63,74.5,5.5,12.35,0.85
2019-10-26,0.064,80,73,9,18.6,0.8
2019-10-27,0.052,48,60.5,9,13,0.6
2019-10-28,0.046,43,59.5,12,14.2,0.7
2019-10-29,0.0485,45,61.25,13.5,8.25,1.1
2019-10-30,0.04975,46,62.125,14.25,5.275,1.3
2019-10-31,0.050375,46.5,62.5625,14.625,3.7875,1.4
2019-11-01,0.051,47,63,15,2.3,1.5
2019-11-02,0.056,54,66,8,8.8,1.2
2019-11-03,0.067,90,65,7,3.9,1.1
2019-11-04,0.07,100,65.5,9,6,1.1
2019-11-05,0.064,80,67,13,16.5,1.2
2019-11-06,0.063,77,62.5,14,9.2,0.9
2019-11-07,0.056,54,66,17,4.6,0.8
2019-11-08,0.043,40,72,6,13.1,1.4
2019-11-09,0.049,45,71.5,11,1.8,1.4
2019-11-10,0.063,77,65,18,8.1,1.2
2019-11-11,0.058,61,65.5,11,18.6,0.8
2019-11-12,0.0585,62.5,65.75,13.5,12.75,0.85
2019-11-13,0.059,64,66,16,6.9,0.9
2019-11-14,0.052,48,64.5,16,15.1,0.9
2019-11-15,0.045,42,60,19,6.4,1.1
2019-11-16,0.05,46,63.5,15,5.1,1.2
2019-11-17,0.048,44,70,2,6.1,1.4
2019-11-18,0.049,45,74.5,11,4.6,1.4
2019-11-19,0.039,36,68.5,13,4.8,0.8
2019-11-20,0.041,38,54,3,4.6,0.4
2019-11-21,0.039,36,52,8,4.3,1.1
2019-11-22,0.046,43,53.5,6,2.7,1.1
2019-11-23,0.047,44,56.5,2,6.7,1.5
2019-11-24,0.051,47,57,10,2.9,1.5
2019-11-25,0.052,48,54,15,7.1,1.3
2019-11-26,0.043,40,49.5,11,10.9,1.6
2019-11-27,0.045,42,52,7,5.8,2.5
2019-11-28,0.045,42,48.5,5,0.5,0.9
2019-11-29,0.041,38,44,7,2.9,0.7
2019-11-30,0.039,36,47,6,2.6,0.8
2019-12-01,0.041,38,51,8,2.7,1
2019-12-02,0.033,31,57.5,25,9.6,1.2
2019-12-03,0.025,23,57.5,18,2.7,1.2
2019-12-04,0.036,33,55.5,8,1.2,0.8
2019-12-05,0.039,36,53.5,9,4.2,1.1
2019-12-06,0.033,31,59,12,1.9,1.4
2019-12-07,0.019,18,56.5,8,1.5,0.9
2019-12-08,0.039,36,58,3,4.4,0.6
2019-12-09,0.038,35,51,7,2.7,0.8
2019-12-10,0.04,37,54,10,3.6,1.4
2019-12-11,0.038,35,53,13,14.6,1.4
2019-12-12,0.04,37,56.5,24,5.1,1.5
2019-12-13,0.047,44,57,29,7.9,1.3
2019-12-14,0.038,35,52.5,12,16.7,0.7
2019-12-15,0.044,41,53,4,3.5,1
2019-12-16,0.046,43,49.5,2,0.3,1
2019-12-17,0.048,44,51.5,5,2.8,0.7
2019-12-18,0.039,36,48,11,1.7,1.2
2019-12-19,0.045,42,48,16,2.7,1.2
2019-12-20,0.045,42,51.5,10,7.9,1.3
2019-12-21,0.042,39,55,13,1.5,1.7
2019-12-22,0.04,37,54,7,3.7,1.3
2019-12-23,0.039,36,50.5,8,6.2,1.6
2019-12-24,0.04,37,49,6,2.3,1
2019-12-25,0.042,39,46,5,2.4,1.1
2019-12-26,0.043,40,42,6,4.4,0.6
2019-12-27,0.038,35,43.5,9,3.8,1.1
2019-12-28,0.042,39,44.5,9,3.9,1.3
2019-12-29,0.042,39,46.5,9,8.3,1.5
2019-12-30,0.043,40,45,9,3,1.7
2019-12-31,0.0435,40.5,48.25,8.5,6.95,1.4
2020-01-01,0.044,41,51.5,8,10.9,1.1
2020-01-02,0.043,40,52,11,3.8,1.3
2020-01-03,0.042,39,53,12,2.1,1.7
2020-01-04,0.046,43,55.5,11,14,1.6
2020-01-05,0.048,44,54.5,10,4.5,1.5
2020-01-06,0.045,42,58,2,0.9,1.6
2020-01-07,0.039,36,60.5,18,6.1,1.3
2020-01-08,0.04,37,47.5,10,4.3,1.3
2020-01-09,0.038,35,49.5,7,4,0.8
2020-01-10,0.038,35,48.5,13,8.4,0.9
2020-01-11,0.043,40,47.5,9,4.5,0.9
2020-01-12,0.041,38,47.5,11,4.8,1
2020-01-13,0.043,40,47.5,11,11.1,1.6
2020-01-14,0.043,40,47,12,5.7,1.1
2020-01-15,0.04,37,49.5,15,5.5,1.2
2020-01-16,0.046,43,46,9,21.4,1.6
2020-01-17,0.041,38,47.5,9,1.9,0.8
2020-01-18,0.045,42,51.5,6,1.6,1.3
2020-01-19,0.044,41,57.5,12,8.3,1.7
2020-01-20,0.032,30,52.5,17,6.8,1
2020-01-21,0.036,33,50,8,5.1,0.7
2020-01-22,0.043,40,52.5,8,5.9,0.7
2020-01-23,0.04,37,54.25,14.5,5.55,0.8
2020-01-24,0.037,34,56,21,5.2,0.9
2020-01-25,0.045,42,58,18,21.3,1
2020-01-26,0.04,37,50,8,8.9,0.7
2020-01-27,0.041,38,54,11,5,0.7
2020-01-28,0.046,43,60,13,7.9,1.1
2020-01-29,0.044,41,53,13,3.8,0.9
2020-01-30,0.043,40,54.5,11,1.1,0.9
2020-01-31,0.044,41,57,8,5.3,1
2020-02-01,0.044,41,63,4,0.2,1.2
2020-02-02,0.045,42,60.5,7,4.1,1.2
2020-02-03,0.042,39,52.5,8,7.1,0.5
2020-02-04,0.044,41,42.5,5,2.5,0.5
2020-02-05,0.042,39,42.5,16,2.9,0.6
2020-02-06,0.045,42,47.5,12,8.1,0.8
2020-02-07,0.054,50,51.5,15,5.6,0.9
2020-02-08,0.059,64,54.5,12,8.1,0.9
2020-02-09,0.041,38,46.5,6,6.2,0.5
2020-02-10,0.038,35,48,8,2.7,0.6
2020-02-11,0.047,44,51.5,7,5.9,0.6
2020-02-12,0.0485,45,51.75,9,5.8,0.7
2020-02-13,0.05,46,52,11,5.7,0.8
2020-02-14,0.051,47,52.5,18,6.1,0.8
2020-02-15,0.055,51,54,9,10.9,0.7
2020-02-16,0.058,61,55.5,7,5.5,0.8
2020-02-17,0.056,54,53.5,10,6.5,0.8
2020-02-18,0.048,44,53.5,19,23.2,0.6
2020-02-19,0.052,48,55,12,10.3,0.6
2020-02-20,0.051,47,59.5,16,5.4,0.9
2020-02-21,0.052,48,61.5,14,17.7,0.9
2020-02-22,0.041,38,52.5,7,7.7,0.5
2020-02-23,0.043,40,53.5,6,5.4,0.6
2020-02-24,0.045,42,55,10,12.2,0.7
2020-02-25,0.047,44,59,5,2.8,0.8
2020-02-26,0.044,41,61,6,1.8,0.2
2020-02-27,0.045,42,62,4,5.5,0.5
2020-02-28,0.045,42,66.5,19,2.8,0.7
2020-02-29,0.048,44,58,9,3.5,0.6
2020-03-01,0.048,44,51.5,2,7.5,0.4
2020-03-02,0.04,37,47,5,2.7,0.7
2020-03-03,0.05,46,56,8,2.5,0.8
2020-03-04,0.051,47,56.5,9,13.1,0.8
2020-03-05,0.05,46,61.5,17,5.9,0.7
2020-03-06,0.051,47,58.5,20,6.4,0.6
2020-03-07,0.046,43,55.5,8,2.9,0.5
2020-03-08,0.039,36,54.5,5,2.3,0.5
2020-03-09,0.038,35,56,9,1.6,0.5
2020-03-10,0.022,20,60,4,2.8,0.4
2020-03-11,0.034,31,60,6,2.8,0.5
2020-03-12,0.035,32,53,5,1.5,0.5
2020-03-13,0.037,34,46,7,3.8,0.5
2020-03-14,0.041,38,52,5,3.1,0.6
2020-03-15,0.039,36,51.5,3,3.7,0.6
2020-03-16,0.043,40,52,12,3.5,0.5
2020-03-17,0.049,45,51.5,3,1.7,0.5
2020-03-18,0.047,44,46,3,1.1,0.5
2020-03-19,0.043,40,49.5,6,4.4,0.4
2020-03-20,0.042,39,51,9,3.4,0.5
2020-03-21,0.049,45,52.5,4,3.6,0.5
2020-03-22,0.042,39,54.5,6,3.2,0.5
2020-03-23,0.046,43,52,2,2.9,0.4
2020-03-24,0.045,42,52,2,2.3,0.4
2020-03-25,0.047,44,53,3,2.4,0.3
2020-03-26,0.045,42,49,2,2.1,0.4
2020-03-27,0.048,44,47,4,3.5,0.4
2020-03-28,0.054,50,49,5,8.1,0.4
2020-03-29,0.05,46,52.5,2,6.1,0.4
2020-03-30,0.047,44,56,8,6.1,0.4
2020-03-31,0.044,41,60.5,12,9.7,0.7
2020-04-01,0.051,47,61,8,9.4,0.5
2020-04-02,0.048,44,58.5,4,8.7,0.4
2020-04-03,0.052,48,53,5,11.7,0.4
2020-04-04,0.046,43,56,5,9,0.4
2020-04-05,0.042,39,56,2,3.5,0.3
2020-04-06,0.034,31,52.5,2,1.5,0.3
2020-04-07,0.037,34,53,2,1.7,0.2
2020-04-08,0.0485,50.5,57,4.5,3.3,0.3
2020-04-09,0.05425,58.75,59,5.75,4.1,0.35
2020-04-10,0.057125,62.875,60,6.375,4.5,0.375
2020-04-11,0.0585625,64.9375,60.5,6.6875,4.7,0.3875
2020-04-12,0.05928125,65.96875,60.75,6.84375,4.8,0.39375
2020-04-13,0.059640625,66.484375,60.875,6.921875,4.85,0.396875
2020-04-14,0.0598203125,66.7421875,60.9375,6.9609375,4.875,0.3984375
2020-04-15,0.05991015625,66.87109375,60.96875,6.98046875,4.8875,0.39921875
2020-04-16,0.06,67,61,7,4.9,0.4
2020-04-17,0.049,51,58.5,4.5,4.25,0.4
2020-04-18,0.038,35,56,2,3.6,0.4
2020-04-19,0.04,37,57,1,3.7,0.3
2020-04-20,0.0495,50.5,61.25,3.5,5.2,0.45
2020-04-21,0.05425,57.25,63.375,4.75,5.95,0.525
2020-04-22,0.059,64,65.5,6,6.7,0.6
2020-04-23,0.067,90,71,7,7.7,0.6
2020-04-24,0.071,101,75.5,5,13.5,0.6
2020-04-25,0.072,105,75.5,6,7.1,0.6
2020-04-26,0.062,74,75.5,6,5.3,0.6
2020-04-27,0.057,58,70,5,10.5,0.5
2020-04-28,0.063,77,69,9,12.5,0.5
2020-04-29,0.056,54,68,11,8.1,0.5
2020-04-30,0.065,84,68,8,10.5,0.5
2020-05-01,0.063,77,66,12,9.9,0.5
2020-05-02,0.062,74,65,6,7.1,0.4
2020-05-03,0.047,44,63,5,9.7,0.4
2020-05-04,0.058,61,66.5,6,6.8,0.4
2020-05-05,0.069,97,74,11,7.6,0.6
2020-05-06,0.086,151,76.5,8,13.6,0.6
2020-05-07,0.08,133,74.5,14,8.1,0.8
2020-05-08,0.071,101,71,11,12.4,0.6
2020-05-09,0.059,64,67.5,7,14.9,0.5
2020-05-10,0.047,44,67.5,4,8.9,0.4
2020-05-11,0.053,49,66,6,6.6,0.4
2020-05-12,0.038,35,60.5,10,5.4,0.3
2020-05-13,0.048,44,62.5,3,3.4,0.4
2020-05-14,0.048,44,61,3,5.6,0.4
2020-05-15,0.049,45,64,5,8.8,0.4
2020-05-16,0.059,64,67.5,6,9.9,0.5
2020-05-17,0.056,54,66.5,4,11.4,0.4
2020-05-18,0.033,31,65,3,4.4,0.4
2020-05-19,0.041,38,60,5,2.7,0.4
2020-05-20,0.047,44,60,4,3.2,0.4
2020-05-21,0.06,67,66.5,7,8.6,0.6
2020-05-22,0.052,48,64.5,5,8.2,0.5
2020-05-23,0.053,49,63,4,10.2,0.4
2020-05-24,0.05,46,65,6,12.4,0.4
2020-05-25,0.054,50,69.5,6,9.4,0.5
2020-05-26,0.065,84,73,8,8.4,0.5
2020-05-27,0.068,93,75.5,10,8.6,0.5
2020-05-28,0.057,58,69,8,7.4,0.5
2020-05-29,0.044,41,67.5,4,8.6,0.5
2020-05-30,0.037,34,68,3,4.5,0.5
2020-05-31,0.037,34,68,4,2.9,0.4
2020-06-01,0.056,54,70.5,7,5.7,0.5
2020-06-02,0.06,67,71.5,15,11.2,0.5
2020-06-03,0.069,97,79,12,10.7,0.5
2020-06-04,0.059,64,70,12,11.9,0.5
2020-06-05,0.036,33,63,3,5.7,0.5
2020-06-06,0.03,28,59.5,2,4.3,0.4
2020-06-07,0.041,38,64.5,2,5.2,0.4
2020-06-08,0.051,47,67,3,8.4,0.6
2020-06-09,0.056,54,79,7,0.9,0.6
2020-06-10,0.07,100,77.5,5,5.8,0.8
2020-06-11,0.081,136,75.5,8,11.7,0.7
2020-06-12,0.061,71,69.5,9,11.2,0.5
2020-06-13,0.049,45,65,7,4.9,0.4
2020-06-14,0.048,44,65,4,8.2,0.5
2020-06-15,0.05,46,67,6,8.4,0.5
2020-06-16,0.051,47,68.5,5,7.8,0.4
2020-06-17,0.046,43,67,8,7.4,0.5
2020-06-18,0.052,48,65.5,6,6.8,0.4
2020-06-19,0.051,47,68,4,8.1,0.5
2020-06-20,0.044,41,69,3,6.6,0.5
2020-06-21,0.05,46,71,6,6.8,0.5
2020-06-22,0.068,93,72,9,7.4,0.5
2020-06-23,0.062,74,72.5,12,7.7,0.5
2020-06-24,0.059,64,73,10,6.7,0.5
2020-06-25,0.063,77,71.5,7,8.2,0.5
2020-06-26,0.062,74,72,8,5.4,0.5
2020-06-27,0.053,49,70.5,9,7.6,0.5
2020-06-28,0.039,36,68,3,6,0.4
2020-06-29,0.039,36,65,3,4.3,0.4
2020-06-30,0.047,44,68,4,6.2,0.4
2020-07-01,0.056,54,69.5,5,8.4,0.5
2020-07-02,0.062,74,71.5,10,8.3,0.5
2020-07-03,0.053,49,73.5,11,6.5,0.6
2020-07-04,0.047,44,76,4,5.8,0.5
2020-07-05,0.054,50,80.5,5,15.1,0.6
2020-07-06,0.061,71,79,5,6.8,1
2020-07-07,0.062,74,76.5,12,11.9,0.6
2020-07-08,0.059,64,71.5,14,13.6,0.5
2020-07-09,0.067,90,71.5,13,9.8,0.6
2020-07-10,0.072,105,78.5,8,10.1,0.6
2020-07-11,0.06,67,83.5,7,8,0.7
2020-07-12,0.063,77,83.5,8,6.7,0.6
2020-07-13,0.06,67,79,16,13.4,0.6
2020-07-14,0.051,47,72,14,10.1,0.5
2020-07-15,0.059,64,71.5,10,7.4,0.5
2020-07-16,0.052,48,72,6,6.4,0.4
2020-07-17,0.056,54,71.5,11,5.4,0.6
2020-07-18,0.052,48,74.5,8,6.4,0.6
2020-07-19,0.049,45,76,5,4.5,0.5
2020-07-20,0.055,51,73,13,6.7,0.5
2020-07-21,0.062,74,73.5,9,7.9,0.5
2020-07-22,0.059,64,70.5,8,7,0.5
2020-07-23,0.053,49,69.5,5,5.2,0.4
2020-07-24,0.054,50,69,7,6.3,0.5
2020-07-25,0.053,49,72,7,6.8,0.5
2020-07-26,0.053,49,75.5,7,7,0.5
2020-07-27,0.051,47,73.5,13,9,0.5
2020-07-28,0.058,61,72,10,9.2,0.5
2020-07-29,0.062,74,74,15,9.7,0.5
2020-07-30,0.073,108,80,13,10.2,0.6
2020-07-31,0.066,87,86,11,6.8,0.7
2020-08-01,0.066,87,83,9,8.4,0.7
2020-08-02,0.052,48,80,11,8.2,0.7
2020-08-03,0.067,90,78.5,9,10.3,0.6
2020-08-04,0.058,61,75,20,11.3,0.5
2020-08-05,0.0515,51.5,73,15.5,9.45,0.45
2020-08-06,0.045,42,71,11,7.6,0.4
2020-08-07,0.056,54,68.5,11,8.2,0.6
2020-08-08,0.056,54,73.5,8,7.7,0.6
2020-08-09,0.047,44,74,9,7.4,0.5
2020-08-10,0.056,54,74.5,10,8.7,0.5
2020-08-11,0.062,74,75.5,9,8.5,0.6
2020-08-12,0.07,100,79.5,13,11.3,0.7
2020-08-13,0.069,97,84,9,10.5,0.7
2020-08-14,0.07,100,85.5,11,6.8,0.7
2020-08-15,0.079,129,88.5,10,13.1,0.7
2020-08-16,0.055,51,83.5,8,11.4,0.6
2020-08-17,0.07,100,83,14,13.6,0.6
2020-08-18,0.07,100,89,15,14.5,0.7
2020-08-19,0.078,126,87,11,11,0.8
2020-08-20,0.082,140,85,11,16.5,0.7
2020-08-21,0.065,84,83.5,15,16.5,0.8
2020-08-22,0.039,36,83.5,5,9.4,0.6
2020-08-23,0.042,39,80.5,7,8.1,0.5
2020-08-24,0.049,45,81,11,10.3,0.5
2020-08-25,0.055,51,80.5,8,10.9,0.6
2020-08-26,0.06,67,82,11,8.6,0.6
2020-08-27,0.059,64,83,6,8.2,0.7
2020-08-28,0.059,64,81,17,11.8,0.6
2020-08-29,0.059,64,74,11,8.9,0.5
2020-08-30,0.049,45,72.5,9,6.2,0.5
2020-08-31,0.054,50,71,12,7.3,0.5
2020-09-01,0.054,50,72.5,6,6.9,0.5
2020-09-02,0.059,64,73,12,9.8,0.5
2020-09-03,0.075,115,76.5,15,9.9,0.6
2020-09-04,0.089,159,82,10,14.4,0.9
2020-09-05,0.058,61,94.5,6,5.6,1.3
2020-09-06,0.064,80,95,7,19.8,1.3
2020-09-07,0.065,84,82.5,8,21.2,0.7
2020-09-08,0.026,24,69.5,9,12.1,0.6
2020-09-09,0.044,41,73,5,14.9,0.6
2020-09-10,0.044,41,76.5,11,4.6,0.9
2020-09-11,0.055,51,77,9,7.8,1
2020-09-12,0.073,108,76.5,7,43.7,1.1
2020-09-13,0.064,80,74.5,8,22.7,1.2
2020-09-14,0.076,119,76,10,20.5,1.2
2020-09-15,0.07,100,79.5,12,46.7,1.2
2020-09-16,0.063,77,80.5,11,16.9,1.2
2020-09-17,0.064,80,83,10,10,1
2020-09-18,0.057,58,84,7,14.8,0.9
2020-09-19,0.045,42,81,7,7.2,1
2020-09-20,0.057,58,75,10,9.8,0.7
2020-09-21,0.059,64,75,14,11.3,0.7
2020-09-22,0.052,48,75,14,6.7,0.7
2020-09-23,0.043,40,76,8,4.6,0.8
2020-09-24,0.056,68.5,73,10.5,8.4,0.75
2020-09-25,0.0625,82.75,71.5,11.75,10.3,0.725
2020-09-26,0.069,97,70,13,12.2,0.7
2020-09-27,0.064,80,68,10,11.3,0.6
2020-09-28,0.069,97,77,9,11.3,0.8
2020-09-29,0.073,109.5,81.25,8.5,10.05,0.9
2020-09-30,0.075,115.75,83.375,8.25,9.425,0.95
2020-10-01,0.077,122,85.5,8,8.8,1
2020-10-02,0.077,122,83.5,10,14,1.1
2020-10-03,0.085,150,81.5,9,20.2,1.3
2020-10-04,0.073,108,81,6,22.9,1.2
2020-10-05,0.072,105,81,10,17.5,1.1
2020-10-06,0.071,101,78.5,11,31.4,1.1
2020-10-07,0.069,97,74,11,15.4,1
2020-10-08,0.063,77.5,69.5,11,14.65,0.85
2020-10-09,0.057,58,65,11,13.9,0.7
2020-10-10,0.046,43,67.5,6,11.8,0.6
2020-10-11,0.04,37,67.5,8,6.7,0.6
2020-10-12,0.059,64,77,7,11.6,0.8
2020-10-13,0.063,77,79.5,7,5.9,0.9
2020-10-14,0.076,119,80,13,8.9,0.9
2020-10-15,0.076,119,82,10,16.6,1
2020-10-16,0.06,67,80,13,4.4,0.9
2020-10-17,0.074,112,78,9,11.2,1
2020-10-18,0.068,93,74.5,11,13.5,0.9
2020-10-19,0.063,77,69.5,11,13.1,0.6
2020-10-20,0.055,51,67,16,11.2,0.5
2020-10-21,0.052,48,63.5,18,10.6,0.6
2020-10-22,0.054,50,63,10,13.1,0.6
2020-10-23,0.051,47,63,13,10.6,0.6
2020-10-24,0.045,42,63.5,7,8.6,0.6
2020-10-25,0.034,31,59,3,3.3,0.4
2020-10-26,0.048,44,57.5,10,6.8,0.7
2020-10-27,0.054,50,57.5,8,10.9,0.8
2020-10-28,0.068,93,61.5,12,14.3,0.7
2020-10-29,0.056,54,65.5,13,6.7,1
2020-10-30,0.058,60.5,67.5,11.5,5.45,1
2020-10-31,0.06,67,69.5,10,4.2,1
2020-11-01,0.057,58,68.5,7,3.2,1
2020-11-02,0.066,87,68,12,7.9,0.8
2020-11-03,0.0625,75.5,69,12.5,11.95,0.9
2020-11-04,0.059,64,70,13,16,1
2020-11-05,0.047,44,74.5,16,17.9,1.1
2020-11-06,0.045,42,63.5,19,14.1,1
2020-11-07,0.04,37,51,4,2.8,0.3
2020-11-08,0.036,33,48,3,4.7,0.3
2020-11-09,0.04,37,48,9,2.8,0.7
2020-11-10,0.043,40,50.5,12,3.6,0.7
2020-11-11,0.047,44,52,9,3,0.8
2020-11-12,0.05,46,55,15,4.1,0.8
2020-11-13,0.051,47,54.5,17,6.4,0.7
