"Date","Ozone","AQI","Temp","NO2","PM2.5","CO"
2016-06-19,0.076,119,84.5,7,6.6,0.4
2016-06-20,0.084,147,86.5,9,14.7,0.6
2016-06-21,0.053,49,81,14,16.6,0.1
2016-06-22,0.063,77,81.5,17,15,0.2
2016-06-23,0.069,97,81,13,11,0.2
2016-06-24,0.068,93,74.5,16,14.3,0.3
2016-06-25,0.073,108,73.5,11,17.1,0.2
2016-06-26,0.069,97,70.5,14,10.3,0.3
2016-06-27,0.072,105,81.5,10,15.4,0.2
2016-06-28,0.075,115,81,15,13.7,0.3
2016-06-29,0.082,140,79,24,10.1,0.3
2016-06-30,0.07,100,73.5,18,19.1,0.2
2016-07-01,0.063,77,71,10,19.3,0.2
2016-07-02,0.062,74,70,8,8.3,0.1
2016-07-03,0.057,58,70,8,12.4,0.1
2016-07-04,0.053,49,71,9,8.8,0.2
2016-07-05,0.06,67,70.5,5,4.4,0.1
2016-07-06,0.061,71,69.5,8,9.9,0.2
2016-07-07,0.064,80,68,13,11,0.1
2016-07-08,0.069,97,69,16,7,0.2
2016-07-09,0.063,77,70.5,10,10.4,0.2
2016-07-10,0.059,64,74.5,9,9.4,0.2
2016-07-11,0.056,54,69,12,12.2,0.1
2016-07-12,0.065,84,69,15,14.1,0.2
2016-07-13,0.075,115,73.5,16,14,0.2
2016-07-14,0.077,122,73.5,14,11.5,0.2
2016-07-15,0.074,112,75,12,14.3,0.1
2016-07-16,0.068,93,74.5,13,12.7,0.1
2016-07-17,0.065,84,74.5,11,7.5,0.2
2016-07-18,0.066,87,73.5,13,9,0.2
2016-07-19,0.062,74,77.5,13,9.4,0.2
2016-07-20,0.073,108,79,7,7.8,0.3
2016-07-21,0.07,100,84.5,9,5,0.3
2016-07-22,0.073,108,88,6,9.2,0.4
2016-07-23,0.076,119,87.5,11,12.4,0.2
2016-07-24,0.059,64,84,7,15.3,0.1
2016-07-25,0.051,47,83.5,12,16.6,0.1
2016-07-26,0.065,84,81,13,11.2,0.2
2016-07-27,0.061,71,80.5,8,10.2,0.2
2016-07-28,0.063,77,80.5,10,9.4,0.2
2016-07-29,0.073,108,79.5,18,8.7,0.2
2016-07-30,0.055,51,80.5,13,17.1,0.1
2016-07-31,0.054,50,78,14,14.8,0.1
2016-08-01,0.056,54,74.5,14,5.9,0.1
2016-08-02,0.051,47,75,13,9.8,0.1
2016-08-03,0.052,48,73,6,10.6,0.1
2016-08-04,0.057,58,74,7,9.2,0.1
2016-08-05,0.064,80,74.5,5,15.5,0.2
2016-08-06,0.06,67,75.5,5,14.2,0.2
2016-08-07,0.061,71,74.5,5,9.7,0.2
2016-08-08,0.0665,88,71.25,11,11.5,0.2
2016-08-09,0.072,105,68,17,13.3,0.2
2016-08-10,0.069,97,70.5,7,10.9,0.2
2016-08-11,0.066,87,72,10.5,11.8,0.2
2016-08-12,0.063,77,73.5,14,12.7,0.2
2016-08-13,0.065,84,78.5,9,8.5,0.2
2016-08-14,0.061,71,79,7,10.1,0.2
2016-08-15,0.052,48,84.5,9,7,0.3
2016-08-16,0.064,80,86.5,7,11.4,0.3
2016-08-17,0.058,61,83.5,7,3.3,0.3
2016-08-18,0.075,115,81.5,18,9.8,0.2
2016-08-19,0.062,74,79.5,17,8,0.3
2016-08-20,0.058,61,75.5,15,10.6,0.2
2016-08-21,0.051,47,75,9,10.8,0.2
2016-08-22,0.057,58,76,10,8.9,0.2
2016-08-23,0.061,71,74,11,9.4,0.3
2016-08-24,0.063,77,76.5,15,12.9,0.2
2016-08-25,0.062,74,73,18,10.2,0.2
2016-08-26,0.057,58,74,6,11.9,0.1
2016-08-27,0.051,47,69.5,4,10.3,0.1
2016-08-28,0.059,64,73,11,8.7,0.2
2016-08-29,0.077,122,75.5,16,13.5,0.3
2016-08-30,0.091,164,81,14,12.9,0.3
2016-08-31,0.078,126,84,16,13,0.3
2016-09-01,0.066,87,79.5,17,11.7,0.2
2016-09-02,0.057,58,75,16,9.8,0.2
2016-09-03,0.051,47,70.5,5,9.2,0.1
2016-09-04,0.048,44,67.5,3,9.5,0.1
2016-09-05,0.054,50,65,5,9.5,0.1
2016-09-06,0.063,77,65,9,11.9,0.4
2016-09-07,0.067,90,70,16,12.1,0.2
2016-09-08,0.061,71,70,7,11,0.2
2016-09-09,0.067,90,71.5,15,10.8,0.2
2016-09-10,0.07,100,75,14,7.9,0.2
2016-09-11,0.054,50,74,6,7.6,0.2
2016-09-12,0.0535,49.5,68.5,6,6.05,0.25
2016-09-13,0.05325,49.25,65.75,6,5.275,0.275
2016-09-14,0.053,49,63,6,4.5,0.3
2016-09-15,0.065,84,65.5,10,8.5,0.5
2016-09-16,0.056,54,65.5,9,5.8,0.6
2016-09-17,0.064,80,69.5,8,8.4,0.2
2016-09-18,0.064,80,80.5,11,13.5,0.5
2016-09-19,0.044,41,81.5,17,3.8,0.5
2016-09-20,0.019,18,73.5,11,3.2,0.6
2016-09-21,0.032,30,71,8,9.5,0.4
2016-09-22,0.043,40,61.5,6,9.2,0.2
2016-09-23,0.058,61,64,10,9,0.4
2016-09-24,0.065,84,72.5,5,13.5,0.7
2016-09-25,0.056,54,73.5,1,0.4,0.9
2016-09-26,0.049,45,71,3,1.4,1.1
2016-09-27,0.043,40,79.5,6,8.9,0.4
2016-09-28,0.061,71,76,13,3.6,0.6
2016-09-29,0.062,74,78,8,3.6,0.7
2016-09-30,0.054,50,73,10,10.3,0.5
2016-10-01,0.057,58,74,7,4.6,0.4
2016-10-02,0.048,44,66.5,4,5.6,0.2
2016-10-03,0.055,51,61,9,8.5,0.3
2016-10-04,0.052,48,63,6,5,0.6
2016-10-05,0.054,50,62,6,5.4,0.3
2016-10-06,0.069,97,66.5,11,8.5,0.6
2016-10-07,0.061,71,70,9,0.6,0.9
2016-10-08,0.067,90,74,8,1.7,0.9
2016-10-09,0.064,80,75.5,4,9,0.8
2016-10-10,0.06,67,74.5,9,3.8,0.9
2016-10-11,0.046,43,64.5,13,5.1,0.2
2016-10-12,0.048,44,63,8,5.2,0.2
2016-10-13,0.056,54,63,16,9.4,0.3
2016-10-14,0.058,61,64.5,20,13.9,0.2
2016-10-15,0.053,49,63.5,11,6.4,0.2
2016-10-16,0.032,30,65.5,4,3.1,0.2
2016-10-17,0.03,28,63,6,5.3,0.2
2016-10-18,0.051,47,66,11,6.1,0.6
2016-10-19,0.062,74,72.5,12,3,0.9
2016-10-20,0.059,64,78.5,5,1.7,1.2
2016-10-21,0.062,74,76,18,8.4,1.3
2016-10-22,0.059,64,72.5,8,3,1.3
2016-10-23,0.046,43,69.5,10,4.3,1
2016-10-24,0.04,37,71.5,18,9.9,0.4
2016-10-25,0.044,41,69,18,8.5,0.5
2016-10-26,0.051,47,66,14,6.5,0.8
2016-10-27,0.042,39,66.5,17,13.1,0.9
2016-10-28,0.047,44,65,15,7.5,0.9
2016-10-29,0.034,31,72.5,8,3.7,1
2016-10-30,0.033,31,68,9,4.9,0.8
2016-10-31,0.041,38,61.5,4,1.7,0.6
2016-11-01,0.045,42,55.5,10,2.8,0.7
2016-11-02,0.049,45,60,15,7.3,0.9
2016-11-03,0.048,44,67,11,1.9,0.9
2016-11-04,0.058,61,66.5,13,4,0.9
2016-11-05,0.069,97,68.5,6,14.9,0.9
2016-11-06,0.059,64,65.5,7,3.3,0.8
2016-11-07,0.0545,55,69.75,5.5,1.65,0.8
2016-11-08,0.05225,50.5,71.875,4.75,0.825,0.8
2016-11-09,0.051125,48.25,72.9375,4.375,0.4125,0.8
2016-11-10,0.05,46,74,4,0,0.8
2016-11-11,0.055,51,71.5,10,7.2,0.9
2016-11-12,0.057,58,69.5,7,1.2,0.6
2016-11-13,0.053,49,73,9,14.9,0.7
2016-11-14,0.06,67,70.5,15,8.7,1.1
2016-11-15,0.063,77,70.5,20,4.7,1.2
2016-11-16,0.047,44,64,13,6.3,0.9
2016-11-17,0.047,44,58,10,9.8,0.6
2016-11-18,0.045,42,61.5,16,1.5,1
2016-11-19,0.044,41,61.5,19,3.1,1
2016-11-20,0.043,40,58.5,14,9.5,0.6
2016-11-21,0.04,37,54,5,1.8,0.5
2016-11-22,0.041,38,52,14,3.4,0.6
2016-11-23,0.045,42,56,11,8.8,0.9
2016-11-24,0.051,47,60,3,2.9,0.9
2016-11-25,0.047,44,59,13,2.1,1
2016-11-26,0.048,44,54,7,7.5,1
2016-11-27,0.041,38,48.5,4,0.8,0.5
2016-11-28,0.04,37,47.5,11,2.8,0.5
2016-11-29,0.04,37,51,5,4.9,0.9
2016-11-30,0.038,35,50.5,10,0.8,1
2016-12-01,0.045,42,49.5,7,3.1,0.8
2016-12-02,0.046,43,50,9,1.85,0.85
2016-12-03,0.047,44,50.5,11,0.6,0.9
2016-12-04,0.047,44,56,14,0.9,1
2016-12-05,0.04,37,52.5,14,17.9,1
2016-12-06,0.04,37,52,8,7.6,0.7
2016-12-07,0.042,39,53.5,15,6.5,0.8
2016-12-08,0.047,44,53,13,15,0.9
2016-12-09,0.042,39,52,14,10.1,1
2016-12-10,0.039,36,52,16,6.3,0.7
2016-12-11,0.031,29,55.5,10,4.1,0.3
2016-12-12,0.038,35,56,12,3.6,0.8
2016-12-13,0.0365,33.5,58,16,9.35,0.85
2016-12-14,0.035,32,60,20,15.1,0.9
2016-12-15,0.029,27,60,33,2.7,0.9
2016-12-16,0.041,38,53,6,0.8,0.4
2016-12-17,0.044,41,43.5,7,8.9,0.7
2016-12-18,0.049,45,45,8,-0.1,0.8
2016-12-19,0.049,45,54,2,-1.2,0.4
2016-12-20,0.038,35,60,13,7.4,0.9
2016-12-21,0.031,29,63,3,1.8,0.9
2016-12-22,0.031,29,56,4,2.7,0.4
2016-12-23,0.043,40,54.5,7,4.8,0.6
2016-12-24,0.043,40,48,2,2.7,0.4
2016-12-25,0.041,38,44,4,3.2,0.7
2016-12-26,0.042,39,48,8,10,0.8
2016-12-27,0.039,36,51,12,1.5,1
2016-12-28,0.041,38,60,15,0,1.2
2016-12-29,0.041,38,63.5,20,7,1
2016-12-30,0.031,29,58.5,18,4.9,0.9
2016-12-31,0.036,33.5,52.25,12.5,7.4,0.75
2017-01-01,0.041,38,46,7,9.9,0.6
2017-01-02,0.04,37,54,11,5.4,0.8
2017-01-03,0.035,32,52,11,4.5,0.9
2017-01-04,0.037,34,49.5,9,6.5,0.9
2017-01-05,0.036,33,50,7,1.8,0.7
2017-01-06,0.043,40,51,14,2.1,0.9
2017-01-07,0.038,35,56,14,9.1,1.1
2017-01-08,0.035,32,64,9,0.9,1.2
2017-01-09,0.031,29,54,9,2.1,0.8
2017-01-10,0.041,38,51,5,6.5,0.7
2017-01-11,0.037,34,51,6,2.1,0.5
2017-01-12,0.038,35,50,10,3,0.5
2017-01-13,0.036,33,51.5,8,3.9,0.6
2017-01-14,0.038,35,53.5,9,3.8,0.7
2017-01-15,0.039,36,55,4,5.7,0.8
2017-01-16,0.035,32,51,9,11.2,0.7
2017-01-17,0.044,41,51.5,7,4.6,0.9
2017-01-18,0.044,41,48.5,13,6,0.8
2017-01-19,0.044,41,51,9,8.2,0.7
2017-01-20,0.047,44,48,3,1.1,0.6
2017-01-21,0.043,40,48.5,6,4,0.6
2017-01-22,0.044,41,48.5,3,7.6,0.6
2017-01-23,0.046,43,46,5,1.9,0.5
2017-01-24,0.043,40,46,7,3,0.7
2017-01-25,0.044,41,43.5,7,6.1,0.7
2017-01-26,0.045,42,48,10,2.5,0.8
2017-01-27,0.047,44,47.5,7,0,0.6
2017-01-28,0.051,47,54.5,5,-0.1,0.9
2017-01-29,0.049,45,57.5,5,4.7,0.9
2017-01-30,0.047,44,60,11,5.1,0.8
2017-01-31,0.052,48,59.5,16,9.2,0.9
2017-02-01,0.048,44,57.5,13,5.5,1
2017-02-02,0.048,44,54.5,12,6.8,1
2017-02-03,0.04,37,55,13,10.9,0.9
2017-02-04,0.043,40,56,6,7.6,0.7
2017-02-05,0.039,36,48,5,9.5,0.6
2017-02-06,0.034,31,50.5,13,6.6,0.6
2017-02-07,0.03,28,56,9,3.7,0.5
2017-02-08,0.027,25,59,13,5.2,0.7
2017-02-09,0.033,31,65,15,7,0.8
2017-02-10,0.03,28,60,13,9.2,0.8
2017-02-11,0.039,36,53,6,6.1,0.7
2017-02-12,0.039,36,57,8,8.3,0.7
2017-02-13,0.042,39,58.5,14,5.1,0.8
2017-02-14,0.041,38,61,18,9.1,0.8
2017-02-15,0.045,42,60.5,9,9.9,1
2017-02-16,0.048,44,62,13,5.5,1
2017-02-17,0.056,54,55.5,8,8.7,0.7
2017-02-18,0.051,47,53.5,4,4,0.6
2017-02-19,0.045,42,50,6,4.7,0.7
2017-02-20,0.04,37,57.5,7,3.7,0.7
2017-02-21,0.044,41,60,11,6.1,0.9
2017-02-22,0.045,42,50.5,8,6.9,0.8
2017-02-23,0.05,46,48.5,11,5.5,0.8
2017-02-24,0.052,48,47,11,6.2,0.7
2017-02-25,0.054,50,49,6,5.5,0.7
2017-02-26,0.045,42,48,2,3.6,0.5
2017-02-27,0.047,44,49,3,2,0.5
2017-02-28,0.05,46,50.5,6,4.4,0.7
2017-03-01,0.051,47,57.5,7,3.4,0.8
2017-03-02,0.052,48,59,5,7.8,0.7
2017-03-03,0.053,49,60,7,1.7,0.9
2017-03-04,0.054,50,57,8,4.8,0.8
2017-03-05,0.047,44,49.5,5,6.9,0.6
2017-03-06,0.048,44,49,6,4.1,0.7
2017-03-07,0.05,46,56.5,11,3.7,0.9
2017-03-08,0.05,46,64.5,16,9.3,1
2017-03-09,0.068,93,68,15,11.5,1.1
2017-03-10,0.058,61,68,13,13,1
2017-03-11,0.075,115,65.5,12,13.2,0.9
2017-03-12,0.061,71,69.5,11,17.4,1.1
2017-03-13,0.058,61,72,11,12.2,1.1
2017-03-14,0.056,54,72,9,9.2,1.1
2017-03-15,0.066,87,72,9,7.3,0.8
2017-03-16,0.058,61,67.5,11,7.5,0.8
2017-03-17,0.055,51,69,25,9.9,0.9
2017-03-18,0.056,54,66,10,16.2,0.8
2017-03-19,0.057,58,67.5,16,9,0.8
2017-03-20,0.041,38,59.5,6,4.3,0.6
2017-03-21,0.035,32,58,7,4.2,0.6
2017-03-22,0.042,39,58,3,2.4,0.5
2017-03-23,0.048,44,54,4,5.1,0.6
2017-03-24,0.055,51,56,7,6.3,0.8
2017-03-25,0.052,48,53,6,4.8,0.6
2017-03-26,0.049,45,57.5,3,5.3,0.6
2017-03-27,0.047,44,55.5,7,5.8,0.6
2017-03-28,0.058,61,57,9,7.2,0.7
2017-03-29,0.063,77,63.5,7,8.3,0.7
2017-03-30,0.061,71,61,10,8.1,0.8
2017-03-31,0.051,47,56.5,6,13,0.6
2017-04-01,0.059,64,57.5,10,10.3,0.6
2017-04-02,0.059,64,63,6,8.1,0.8
2017-04-03,0.05,46,56.5,15,6.3,0.6
2017-04-04,0.052,48,59.5,8,6.4,0.5
2017-04-05,0.069,97,68.5,6,4.5,0.8
2017-04-06,0.066,87,66.5,11,7.5,0.8
2017-04-07,0.07,100,59.5,12,13,0.7
2017-04-08,0.052,48,59,5,4,0.6
2017-04-09,0.058,61,58,6,5.5,0.6
2017-04-10,0.072,105,60.5,8,9.1,0.7
2017-04-11,0.071,101,61.5,7,9.2,0.7
2017-04-12,0.063,77,60,11,9,0.9
2017-04-13,0.046,43,59.5,5,4.3,0.6
2017-04-14,0.06,67,56.5,7,6.7,0.6
2017-04-15,0.071,101,61,6,7.9,0.8
2017-04-16,0.072,105,66,6,7.1,0.7
2017-04-17,0.056,54,62,6,6.1,0.7
2017-04-18,0.033,31,64,7,1.8,0.6
2017-04-19,0.049,45,65.5,5,2.7,0.6
2017-04-20,0.068,93,63,9,14.7,0.6
2017-04-21,0.083,143,71,10,10,0.8
2017-04-22,0.09,161,74,9,9,0.9
2017-04-23,0.06,67,65.5,9,9.1,0.7
2017-04-24,0.057,58,61,6,11.4,0.5
2017-04-25,0.055,51,60,4,9.4,0.6
2017-04-26,0.068,93,62,8,10.2,0.8
2017-04-27,0.053,49,61.5,10,11,0.3
2017-04-28,0.07,100,62.5,9,10.3,0.6
2017-04-29,0.069,97,67.5,3,4.3,0.7
2017-04-30,0.068,93,70.5,4,3.5,0.7
2017-05-01,0.075,115,68,10,8.4,0.8
2017-05-02,0.086,151,70,20,12.7,0.8
2017-05-03,0.081,136,71,16,15.6,0.7
2017-05-04,0.0635,89.5,67,14,14.35,0.65
2017-05-05,0.046,43,63,12,13.1,0.6
2017-05-06,0.045,42,51.5,4,4.2,0.4
2017-05-07,0.043,40,46,3,4.3,0.3
2017-05-08,0.054,50,56,7,4.6,0.6
2017-05-09,0.041,38,57,10,10.8,0.6
2017-05-10,0.04,37,56,5,6,0.6
2017-05-11,0.054,50,64.5,6,7.6,0.5
2017-05-12,0.053,49,63,10,9.6,0.5
2017-05-13,0.059,64,61.5,3,9.9,0.6
2017-05-14,0.053,49,58,5,10.4,0.6
2017-05-15,0.0505,46.5,55.5,4.5,8.65,0.55
2017-05-16,0.048,44,53,4,6.9,0.5
2017-05-17,0.046,43,58,4,6.7,0.5
2017-05-18,0.056,54,61,5,7.2,0.6
2017-05-19,0.059,64,69.5,5,9.7,0.8
2017-05-20,0.066,87,74.5,9,5.6,0.9
2017-05-21,0.076,119,74,7,6.9,0.8
2017-05-22,0.071,101,74,11,9.2,0.7
2017-05-23,0.076,119,74,12,9.8,0.7
2017-05-24,0.064,80,69,9,5.3,0.6
2017-05-25,0.054,50,62,4,4.7,0.5
2017-05-26,0.051,47,62.5,3,4.4,0.6
2017-05-27,0.048,44,63.5,9,3.4,0.6
2017-05-28,0.053,49,64,5,6.5,0.6
2017-05-29,0.059,64,64.5,4,10.7,0.6
2017-05-30,0.058,61,64,6,11.4,0.6
2017-05-31,0.05,46,62.5,6,6.7,0.7
2017-06-01,0.05,46,64,5,7.2,0.6
2017-06-02,0.071,101,70.5,14,11.7,0.7
2017-06-03,0.083,143,67.5,14,10.4,0.7
2017-06-04,0.065,84,68,13,10.2,0.7
2017-06-05,0.055,51,66.5,13,10.6,0.7
2017-06-06,0.044,41,63.5,7,6.5,0.7
2017-06-07,0.049,45,66.5,7,9.4,0.7
2017-06-08,0.062,74,67.5,5,9.1,0.7
2017-06-09,0.051,47,65.5,7,4.8,0.7
2017-06-10,0.038,35,66,6,5.1,0.6
2017-06-11,0.041,38,61,3,6.3,0.6
2017-06-12,0.049,45,61,3,7.7,0.6
2017-06-13,0.062,74,65.5,7,5.4,0.6
2017-06-14,0.077,122,70.5,13,9.7,0.6
2017-06-15,0.084,147,73.5,9,12.4,0.6
2017-06-16,0.086,151,77.5,11,9.6,1
2017-06-17,0.08,133,76.5,9,10.6,0.7
2017-06-18,0.075,115,76,8,7.7,0.7
2017-06-19,0.076,119,78,14,9.5,0.7
2017-06-20,0.081,136,84.5,7,8.9,0.8
2017-06-21,0.079,129,83,22,8.1,0.7
2017-06-22,0.064,80,74.5,14,10.2,0.6
2017-06-23,0.06,67,71.5,18,10,0.6
2017-06-24,0.066,87,75.5,16,7,0.7
2017-06-25,0.082,140,83,6,10.5,0.8
2017-06-26,0.072,105,86,7,3.8,1.2
2017-06-27,0.056,54,82.5,10,9.2,1.1
2017-06-28,0.052,48,73,15,4.7,0.6
2017-06-29,0.06,67,67.5,15,9,0.6
2017-06-30,0.065,84,70,12,9.5,0.6
2017-07-01,0.066,87,68,13,11.8,0.6
2017-07-02,0.063,77,68,8,10.2,0.7
2017-07-03,0.072,105,73,13,8.3,0.7
2017-07-04,0.07,100,75.5,12,9.7,0.7
2017-07-05,0.074,112,77,16,10.1,0.7
2017-07-06,0.084,147,82,14,9.1,0.8
2017-07-07,0.095,174,84,15,13.5,0.9
2017-07-08,0.09,161,86.5,11,14.5,0.9
2017-07-09,0.067,90,80,7,15.2,0.8
2017-07-10,0.068,93,81.5,9,12.4,0.9
2017-07-11,0.056,54,78.5,13,12.6,0.8
2017-07-12,0.051,47,77.5,13,7.2,0.8
2017-07-13,0.05,46,77.5,12,8.5,0.7
2017-07-14,0.057,58,76.5,12,8.6,0.8
2017-07-15,0.071,101,80,12,9.7,0.8
2017-07-16,0.06,67,77,9,16.4,0.8
2017-07-17,0.057,58,76,12,14.4,0.8
2017-07-18,0.057,58,76,10,11.2,0.8
2017-07-19,0.06,67,78.5,12,11.6,0.6
2017-07-20,0.063,77,78,19,12.1,0.6
2017-07-21,0.068,93,74.5,15,11.7,0.6
2017-07-22,0.069,97,74.5,12,13.6,0.6
2017-07-23,0.064,80,78,5,13.2,0.6
2017-07-24,0.049,45,74,12,9.6,0.5
2017-07-25,0.051,47,73.5,13,8.2,0.5
2017-07-26,0.06,67,75.5,11,7.2,0.5
2017-07-27,0.066,87,76.5,19,7.3,0.6
2017-07-28,0.062,74,73,15,9.3,0.6
2017-07-29,0.057,58,75.5,9,9.7,0.6
2017-07-30,0.053,49,74.5,8,8.1,0.6
2017-07-31,0.068,93,77.5,13,8.2,0.6
2017-08-01,0.05,46,81,14,10.1,0.6
2017-08-02,0.053,49,79.5,15,10.5,0.8
2017-08-03,0.071,101,82,13,9.9,0.7
2017-08-04,0.058,61,80,12,9,0.6
2017-08-05,0.053,49,76.5,12,8,0.6
2017-08-06,0.056,54,73.5,12,8.3,0.6
2017-08-07,0.059,64,76,14,10.2,0.6
2017-08-08,0.058,61,77.5,15,17.5,0.7
2017-08-09,0.061,71,77,13,17.5,0.7
2017-08-10,0.068,93,76.5,21,15.2,0.7
2017-08-11,0.07,100,78,17,17.2,0.7
2017-08-12,0.071,101,77,16,19.4,0.7
2017-08-13,0.069,97,73.5,14,19.8,0.7
2017-08-14,0.06,67,70.5,17,15.1,0.6
2017-08-15,0.057,58.5,70,13,12.85,0.6
2017-08-16,0.054,50,69.5,9,10.6,0.6
2017-08-17,0.059,64,70,13,8.5,0.6
2017-08-18,0.055,51,71,15,10,0.6
2017-08-19,0.06,67,71,13,10.1,0.7
2017-08-20,0.051,47,70.5,5,7.2,0.6
2017-08-21,0.053,49,71.5,11,7,0.7
2017-08-22,0.065,84,74.5,16,9.4,0.6
2017-08-23,0.056,54,70.5,6,8.9,0.6
2017-08-24,0.056,54,69,7,10.5,0.6
2017-08-25,0.074,112,72,15,13,0.7
2017-08-26,0.074,112,79,11,9.9,0.7
2017-08-27,0.069,97,82,6,8.2,0.7
2017-08-28,0.076,119,84,12,7.8,0.8
2017-08-29,0.072,105,91,10,6.3,0.8
2017-08-30,0.093,169,88,13,11.6,0.9
2017-08-31,0.085,150,90.5,11,12.1,0.9
2017-09-01,0.06,67,88.5,9,7.8,0.9
2017-09-02,0.047,44,90,6,9,0.8
2017-09-03,0.034,31,77,3,7.4,0.7
2017-09-04,0.045,42,71.5,6,15.2,0.8
2017-09-05,0.057,58,76,11,12.4,0.8
2017-09-06,0.057,58,78,9,10.1,0.7
2017-09-07,0.063,77,77.5,12,13.4,0.9
2017-09-08,0.054,50,73,12,11.3,0.7
2017-09-09,0.052,48,74.5,7,10.6,0.7
2017-09-10,0.061,71,78.5,8,10.6,0.8
2017-09-11,0.071,101,79.5,8,11.7,0.9
2017-09-12,0.066,87,77.5,13,10.1,0.7
2017-09-13,0.049,45,72.5,5,7,0.7
2017-09-14,0.042,39,66,9,5.5,0.7
2017-09-15,0.044,41,67.5,4,5.4,0.6
2017-09-16,0.049,45,66.5,5,12.6,0.8
2017-09-17,0.05,46,69.5,3,9.2,0.7
2017-09-18,0.06,67,70,5,8.9,0.7
2017-09-19,0.06,67,68,4,7.3,0.6
2017-09-20,0.054,50,66,6,8,0.5
2017-09-21,0.039,36,63.5,4,7.4,0.5
2017-09-22,0.046,43,62.5,6,8.6,0.5
2017-09-23,0.045,42,59,5,5.9,0.6
2017-09-24,0.053,49,65.5,3,6.9,0.7
2017-09-25,0.061,71,70,7,7.2,1
2017-09-26,0.069,97,70,9,5.9,0.8
2017-09-27,0.069,97,70.5,8,11.1,1
2017-09-28,0.068,93,74,8,10,0.9
2017-09-29,0.08,133,76.5,10,8.3,0.9
2017-09-30,0.07,100,72,9,11,0.9
2017-10-01,0.051,47,64.5,9,9.7,0.6
2017-10-02,0.055,51,65,7,9,0.6
2017-10-03,0.056,54,64,6,10.6,0.6
2017-10-04,0.062,74,64.5,16,11.9,0.7
2017-10-05,0.077,122,70.5,8,11.5,1
2017-10-06,0.076,119,76,10,12.8,1.2
2017-10-07,0.084,147,77,6,10.7,1.2
2017-10-08,0.066,87,68,7,15.2,1.1
2017-10-09,0.05,46,68,12,14.3,0.8
2017-10-10,0.056,54,70,11,12.7,1
2017-10-11,0.061,71,66,12,13.7,0.8
2017-10-12,0.059,64,63.5,10,12.4,0.7
2017-10-13,0.065,84,63.5,12,15.3,0.8
2017-10-14,0.07,100,69.5,12,17.4,1.1
2017-10-15,0.054,50,76.5,8,15.3,1.3
2017-10-16,0.059,64,79.5,8,10.9,1.3
2017-10-17,0.074,112,79.5,13,7.8,1.1
2017-10-18,0.059,64,75.5,10,16.3,1.1
2017-10-19,0.059,64,63.5,11,13.6,0.9
2017-10-20,0.036,33,60.5,4,6.1,0.8
2017-10-21,0.051,47,62.5,7,9.9,0.8
2017-10-22,0.057,58,71.5,5,7,1
2017-10-23,0.048,44,79.5,6,5.7,1.1
2017-10-24,0.044,41,83,7,5,1
2017-10-25,0.055,64,79.75,12.5,11.8,1.05
2017-10-26,0.066,87,76.5,18,18.6,1.1
2017-10-27,0.074,112,73,11,14.9,1.2
2017-10-28,0.076,119,72,14,17.9,0.8
2017-10-29,0.061,71,63,7,9.6,0.6
2017-10-30,0.039,36,60,4,4.5,0.6
2017-10-31,0.036,33,58.5,7,2.9,0.6
2017-11-01,0.041,38,60.5,8,3.1,0.5
2017-11-02,0.045,42,61,8,4.7,0.6
2017-11-03,0.046,43,58,8,5.6,0.7
2017-11-04,0.047,44,57,10,6.7,0.6
2017-11-05,0.033,31,57.5,3,4.2,0.6
2017-11-06,0.034,31,59.5,18,6.2,0.7
2017-11-07,0.026,24,63,18,9,0.9
2017-11-08,0.031,29,62.5,13,5.2,0.9
2017-11-09,0.0365,34,59.75,9.5,4.75,0.85
2017-11-10,0.042,39,57,6,4.3,0.8
2017-11-11,0.049,45,56.5,10,5.9,0.8
2017-11-12,0.045,42,59.5,11,10.8,0.8
2017-11-13,0.046,43,63,15,18.2,1.1
2017-11-14,0.0465,43.5,65.25,17,14.85,1.1
2017-11-15,0.047,44,67.5,19,11.5,1.1
2017-11-16,0.038,35,68.5,14,14.5,1.1
2017-11-17,0.033,31,63,12,8.7,1
2017-11-18,0.045,42,61.5,7,9.8,0.9
2017-11-19,0.051,47,62,9,9.7,0.9
2017-11-20,0.056,54,61,13,11.1,0.9
2017-11-21,0.052,48,69,17,11.1,1.3
2017-11-22,0.035,32,73.5,6,7.6,1.4
2017-11-23,0.045,42,76.5,5,6.6,0.9
2017-11-24,0.055,51,71.5,10,4.2,1.1
2017-11-25,0.052,48,72.5,9,12.2,1.1
2017-11-26,0.043,40,67.5,16,16.2,1
2017-11-27,0.042,39,54,9,12.2,0.8
2017-11-28,0.044,41,56,26,9.8,0.9
2017-11-29,0.038,35,61,21,11.2,0.8
2017-11-30,0.037,34,59.5,28,21.5,1
2017-12-01,0.044,41,63.5,23,9.4,1.1
2017-12-02,0.057,58,63.5,13,10.1,1.3
2017-12-03,0.05,46,56.5,11,11,1.3
2017-12-04,0.046,43,53.5,18,10.7,0.9
2017-12-05,0.046,43,53.5,1,5,0.7
2017-12-06,0.046,43,56,3,2.4,1.1
2017-12-07,0.046,43,59,3.5,3.9,1.1
2017-12-08,0.046,43,60.5,3.75,4.65,1.1
2017-12-09,0.046,43,62,4,5.4,1.1
2017-12-10,0.045,42,71,4,2.5,0.8
2017-12-11,0.045,42,66,8,5.3,1
2017-12-12,0.044,41,61,6,2.6,1.3
